Year,Month,Region,Org Code,Org Name,A0,A1,A2,A3,A4,A114,A5,A6,A111,A112,A113,A7,A8,A9,A10,A11,A12,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A17,A18,A19,A20,A21,A22,A23,A53,A54,A55,A56,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A74,A82,A83,A84,A78,A94,A95,A96,A115,A116,A117,A118,A75,A85,A86,A87,A79,A97,A98,A99,A119,A120,A121,A122,A76,A88,A89,A90,A80,A100,A101,A102,A77,A91,A92,A93,A81,A103,A104,A105,A49,A50,A51,A52,A13,A14,A15,A16,A106,A107,A108,A109,A110,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73
2018,7,Midlands,Y60,Midlands,206652,159136,672681,4,1,.,21,58,.,.,.,151691,12014,7529,75650,48241,1830,5255849,437,775,6065700,806,1787,100311323,1326,2685,143356519,2972,7040,6324645,3456,8254,7365,1392,1211,6,929,3833,1975,87553,5806,50967,144326,22594,17062,14500,11109,97457,80688,77926,50582,3967,1927,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,514,143344,279,452,7029,419880,60,73,.,.,.,.,.,260,402,2038,0,3891,2229194,5545,10093,10770997,5285,11962,.,.,.,29686922,7630,17058
2018,7,East of England,Y61,East of England,111356,72007,759587,11,1,.,66,134,.,.,.,72806,7034,4761,40202,13443,2568,3601475,512,930,3833986,805,1461,62533350,1555,3207,71747445,5337,12934,16134616,6283,14904,5561,89,3589,505,72,1811,2411,42432,2051,22762,67245,15340,11371,10352,7881,62831,46271,25576,14564,4799,2788,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,469,138202,295,502,6691,277207,41,78,.,.,.,.,.,26,732,590,44,1179,7235446,9884,22449,6323532,10718,24397,541317,12303,32974,17593530,14922,34367
2018,7,London,Y56,London,173753,143478,2567579,18,0,.,120,218,.,.,.,104795,10721,7912,58926,20198,1090,4334725,404,674,5769727,729,1266,73456954,1247,2599,70902292,3510,8574,6824365,6261,14724,8022,315,1266,6685,238,6203,0,62977,6542,27254,96773,27579,21369,20249,16005,87501,66756,32333,22810,1557,1156,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5271,421010,80,179,.,.,.,.,.,0,805,1283,38,1348,4976951,6183,12535,9908688,7723,14523,272303,7166,13746,12799241,9495,16712
2018,7,South East,Y59,South East,157531,117008,2319910,20,3,.,112,197,.,.,.,109653,6180,3833,52097,36045,2711,2911018,471,854,2448749,639,1226,57345314,1101,2158,168308414,4669,10824,15034849,5546,12966,6961,176,754,1168,502,5529,712,63324,3289,36079,102692,13385,10035,8267,6349,73917,59297,58629,39170,5073,2981,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,516,169258,328,552,4804,270606,56,108,.,.,.,.,.,130,2202,2831,0,742,6753663,3067,5518,19498309,6887,14287,.,.,.,7120509,9596,20559
2018,7,South West,Y58,South West,112795,85558,627928,7,2,.,36,83,.,.,.,74499,5022,3099,39543,18925,695,2155407,429,790,2160294,697,1310,66644699,1685,3584,91020995,4810,11415,7523193,10825,23072,4417,406,1469,4504,564,1978,23,38580,3593,27909,70082,11008,8607,6901,5472,54392,45970,26591,20190,964,711,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,380,158429,417,616,2626,131445,50,90,.,.,.,.,.,151,964,842,15,1017,6848822,7105,15093,7578616,9001,18550,157325,10488,22896,10745566,10566,21628
2018,7,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,89649,74368,307600,4,2,.,17,62,.,.,.,60863,6668,4288,34400,12248,200,3077471,462,833,4541234,1059,2499,68709017,1997,4226,58232741,4754,11638,669171,3346,8964,4244,1361,1170,6,683,1030,5,36808,2523,17288,56619,12439,9600,8396,6522,44951,37096,16233,12822,243,198,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,304,87346,287,461,3433,140243,41,85,.,.,.,.,.,0,401,405,0,2297,2225659,5550,10109,2105855,5200,10942,.,.,.,18895603,8226,17918
2018,7,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,111356,72007,759587,11,1,.,66,134,.,.,.,72806,7034,4761,40202,13443,2568,3601475,512,930,3833986,805,1461,62533350,1555,3207,71747445,5337,12934,16134616,6283,14904,5561,89,3589,505,72,1811,2411,42432,2051,22762,67245,15340,11371,10352,7881,62831,46271,25576,14564,4799,2788,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,469,138202,295,502,6691,277207,41,78,.,.,.,.,.,26,732,590,44,1179,7235446,9884,22449,6323532,10718,24397,541317,12303,32974,17593530,14922,34367
2018,7,Y59,R1F,ISLE OF WIGHT NHS TRUST,3151,1830,11987,7,1,.,32,93,.,.,.,2128,42,26,699,777,470,24669,587,1175,16273,626,1175,688512,985,2590,2607400,3356,8592,1993970,4242,11097,138,0,5,0,1,132,0,1605,13,372,1990,69,59,31,31,971,867,1217,839,1245,519,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,18,558,31,51,.,.,.,.,.,125,68,41,0,13,270763,3982,12334,282922,6901,13062,.,.,.,106319,8178,19484
2018,7,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,173753,143478,2567579,18,0,.,120,218,.,.,.,104795,10721,7912,58926,20198,1090,4334725,404,674,5769727,729,1266,73456954,1247,2599,70902292,3510,8574,6824365,6261,14724,8022,315,1266,6685,238,6203,0,62977,6542,27254,96773,27579,21369,20249,16005,87501,66756,32333,22810,1557,1156,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5271,421010,80,179,.,.,.,.,.,0,805,1283,38,1348,4976951,6183,12535,9908688,7723,14523,272303,7166,13746,12799241,9495,16712
2018,7,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,45746,31199,175706,6,1,.,22,54,.,.,.,34815,2275,1419,18357,9256,383,864019,380,652,690393,487,826,20656492,1125,2260,38327117,4141,9922,1511729,3947,9001,1728,68,438,4073,88,1134,0,20264,4011,8812,33087,4358,3629,2714,2303,24572,20886,15464,9783,658,392,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,89,34554,388,660,853,28285,33,65,.,.,.,.,.,1641,753,290,0,56,4149631,5511,11722,2194904,7569,14802,.,.,.,603936,10785,21214
2018,7,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,142974,113072,2647801,23,1,.,109,163,.,.,.,93826,9840,7245,48267,22167,3747,4729643,481,807,5015466,692,1183,74351342,1540,3417,94837020,4278,10364,22381891,5973,11702,5112,413,2650,5940,364,1685,10,59306,6013,23395,88714,18667,15854,13530,11688,60833,51751,30248,23829,4789,4000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5490,299916,55,121,.,.,.,.,.,233,1504,1107,89,976,8620902,5732,11488,6864705,6201,13070,644175,7238,14459,8594579,8806,18670
2018,7,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,69737,45106,558665,12,4,.,69,127,.,.,.,46884,2542,1530,21738,14969,1222,1097332,432,772,989107,646,1230,22073920,1015,2025,51289059,3426,8100,5934072,4856,10820,2841,21,145,311,190,2485,0,25424,2822,15797,44043,4992,3890,2991,2402,30395,25238,21441,16789,1890,1405,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,217,68898,318,559,2034,83603,41,89,.,.,.,.,.,2,1906,1273,0,392,5133383,2693,4624,7144265,5612,9833,.,.,.,3316067,8459,17168
2018,7,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,84643,70072,1749258,25,3,.,142,245,.,.,.,60641,3596,2277,29660,20299,1019,1789017,498,908,1443369,634,1224,34582882,1166,2245,114411955,5636,12918,7106807,6974,16402,3982,155,604,857,311,2912,712,36295,454,19910,56659,8324,6086,5245,3916,42551,33192,35971,21542,1938,1057,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,295,100360,340,555,2752,186445,68,123,.,.,.,.,.,3,228,1517,0,337,1349517,5919,10955,12071122,7957,18057,.,.,.,3698123,10974,24545
2018,7,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,112795,85558,627928,7,2,.,36,83,.,.,.,74499,5022,3099,39543,18925,695,2155407,429,790,2160294,697,1310,66644699,1685,3584,91020995,4810,11415,7523193,10825,23072,4417,406,1469,4504,564,1978,23,38580,3593,27909,70082,11008,8607,6901,5472,54392,45970,26591,20190,964,711,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,380,158429,417,616,2626,131445,50,90,.,.,.,.,.,151,964,842,15,1017,6848822,7105,15093,7578616,9001,18550,157325,10488,22896,10745566,10566,21628
2018,7,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,117003,84768,365081,4,1,.,24,54,.,.,.,90828,5346,3241,41250,35993,1630,2178378,407,702,1524466,470,846,31602306,766,1399,85123778,2365,5476,5655474,3470,8167,3121,31,41,0,246,2803,1970,50745,3283,33679,87707,10155,7462,6104,4587,52506,43592,61693,37760,3724,1729,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,210,55998,267,440,3596,279637,78,61,.,.,.,.,.,260,1,1633,0,1594,3535,3535,3535,8665142,5306,12215,.,.,.,10791319,6770,15819
2018,7,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,87360,65269,174058,3,1,.,9,55,.,.,.,67756,5798,4105,37844,12336,878,2547470,439,751,2740975,668,1190,46528582,1229,2560,38357226,3109,7327,4251957,4843,11574,5061,595,1130,3919,510,2826,2204,40309,6199,16187,62695,13261,9979,9256,7084,57998,45047,26618,16828,1730,1018,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3649,130452,36,60,.,.,.,.,.,24,2781,174,69,2791,11954743,4299,9375,792184,4553,9334,419697,6083,12448,24897408,8921,21020
2018,8,Eng,Eng,England,948407,711875,5011824,7,1,.,41,94,.,.,.,676555,53240,35843,354353,174586,13312,22795588,428,754,24385638,680,1283,438161398,1237,2540,595201233,3409,8020,65527252,4922,11123,38868,3104,10707,25130,3062,21995,7309,400070,37163,200454,637687,116808,89737,78941,61760,492009,396574,279455,190276,21650,14233,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1891,627766,332,522,33657,1461378,43,83,.,.,.,.,.,1318,10270,11893,234,11531,49387803,4809,10232,69680324,5859,12357,1974937,8440,16312,98901647,8577,19021
2018,8,North East and Yorkshire,Y63,North East and Yorkshire,125427,89198,262409,3,1,.,8,40,.,.,.,97786,7256,4894,53149,21176,1388,2952407,407,694,2950308,603,1080,61514818,1157,2365,70036234,3307,7704,5726048,4125,10069,5903,486,1195,6807,545,3677,2301,57985,10268,23630,91883,15932,12211,10771,8381,76868,61827,40243,25794,2518,1534,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,89,35855,403,636,4281,145792,34,60,.,.,.,.,.,616,3408,1965,42,2851,14781285,4337,9356,10638760,5414,11283,238182,5671,11035,23839329,8362,19344
2018,8,North West,Y62,North West,131596,102646,1357953,13,1,.,82,143,.,.,.,90491,8372,6072,46630,21981,3705,3956449,473,799,3884158,640,1115,60892287,1306,2784,79281258,3607,8491,19804956,5345,10705,5215,401,2840,5709,332,1642,0,57476,5736,22064,85276,16338,13418,11696,9752,58951,49957,30103,23485,4717,3960,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4630,205473,44,95,.,.,.,.,.,210,1614,1085,83,839,8192155,5076,10543,6062527,5588,11647,648267,7810,16431,6447916,7685,17708
2018,8,Midlands,Y60,Midlands,187744,144574,551289,4,1,.,19,52,.,.,.,142349,10932,6901,72474,43144,1814,4684086,428,759,5413960,785,1709,90046792,1242,2522,108875491,2524,5839,5238147,2888,6541,6506,1468,845,8,1037,3156,1999,83653,5607,46583,135843,20905,15746,13494,10314,93607,77404,69041,45249,4030,1896,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,495,132868,268,459,6267,214041,34,65,.,.,.,.,.,229,478,3149,2,3612,2313277,4839,9632,14631000,4646,10763,10787,5394,8668,26545617,7349,16544
2018,8,East of England,Y61,East of England,102741,66359,366083,6,1,.,30,93,.,.,.,69698,6474,4324,38705,13081,2389,3137125,485,892,3413957,790,1453,57882976,1495,3125,60332016,4612,11065,12491112,5229,13001,4843,98,3154,601,45,1546,2377,41209,2036,21610,64855,15073,10910,10037,7426,60328,44449,24780,14170,4314,2566,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,422,119582,283,461,6142,220853,36,63,.,.,.,.,.,29,800,642,42,1151,6915414,8644,20588,5923670,9227,20563,609166,14504,26920,15134523,13149,30734
2018,8,London,Y56,London,152374,124901,714999,6,0,.,44,113,.,.,.,99366,9819,7252,55207,20962,1069,3566430,363,604,4610664,636,1091,55678423,1009,2014,55798479,2662,6262,4526841,4235,9926,6633,208,788,6468,193,5444,0,60651,6634,25448,92733,25702,19930,18820,14851,79797,62041,32724,23413,1498,1134,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5199,338114,65,135,.,.,.,.,.,0,796,1199,50,1318,4114563,5169,11613,7916060,6602,12695,347138,6943,12542,11030048,8369,15150
2018,8,South East,Y59,South East,144170,104996,1369160,13,3,.,78,157,.,.,.,105373,5832,3664,49894,36070,2272,2578691,442,833,2283336,623,1207,50570102,1014,1980,143186354,3970,9520,11337410,4990,11491,6047,155,564,1023,504,4824,607,61513,3331,34482,99326,12582,9464,7874,6048,69723,56335,56823,38728,3627,2446,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,467,150689,323,549,4492,215341,48,88,.,.,.,.,.,83,2147,2898,0,696,6335588,2951,5351,17345904,5985,12165,.,.,.,5989979,8606,18605
2018,8,South West,Y58,South West,104355,79201,389931,5,2,.,20,60,.,.,.,71492,4555,2736,38294,18172,675,1920400,422,780,1829255,669,1287,61576000,1608,3418,77691401,4275,9852,6402738,9486,21907,3721,288,1321,4514,406,1706,25,37583,3551,26637,67771,10276,8058,6249,4988,52735,44561,25741,19437,946,697,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,418,188772,452,605,2646,121764,46,83,.,.,.,.,.,151,1027,955,15,1064,6735521,6558,13992,7162403,7500,15276,121397,8093,14320,9914235,9318,19998
2018,8,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,83703,69174,288907,4,2,.,18,61,.,.,.,57976,5723,3699,32991,11993,179,2600153,454,828,3884246,1050,2455,62339636,1890,4013,53632220,4472,10942,746199,4169,10038,3983,1463,835,8,829,856,6,35496,2501,15996,53993,10912,8408,7398,5734,43358,35681,15911,12576,217,162,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,282,79734,283,468,2827,114904,41,77,.,.,.,.,.,0,478,490,2,2127,2313277,4839,9632,2311987,4718,9183,10787,5394,8668,17795134,8366,18136
2018,8,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,102741,66359,366083,6,1,.,30,93,.,.,.,69698,6474,4324,38705,13081,2389,3137125,485,892,3413957,790,1453,57882976,1495,3125,60332016,4612,11065,12491112,5229,13001,4843,98,3154,601,45,1546,2377,41209,2036,21610,64855,15073,10910,10037,7426,60328,44449,24780,14170,4314,2566,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,422,119582,283,461,6142,220853,36,63,.,.,.,.,.,29,800,642,42,1151,6915414,8644,20588,5923670,9227,20563,609166,14504,26920,15134523,13149,30734
2018,8,Y59,R1F,ISLE OF WIGHT NHS TRUST,2876,1700,10973,6,1,.,35,84,.,.,.,2019,111,71,978,974,206,65350,589,1221,45528,641,1293,761894,779,1822,2884719,2962,10779,1345778,6533,14171,127,0,4,0,0,123,0,1532,13,347,1892,176,161,78,78,1126,1069,793,703,252,220,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,27,729,27,54,.,.,.,.,.,81,53,39,0,16,257251,4854,11508,315105,8080,17102,.,.,.,36644,2290,12114
2018,8,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,152374,124901,714999,6,0,.,44,113,.,.,.,99366,9819,7252,55207,20962,1069,3566430,363,604,4610664,636,1091,55678423,1009,2014,55798479,2662,6262,4526841,4235,9926,6633,208,788,6468,193,5444,0,60651,6634,25448,92733,25702,19930,18820,14851,79797,62041,32724,23413,1498,1134,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5199,338114,65,135,.,.,.,.,.,0,796,1199,50,1318,4114563,5169,11613,7916060,6602,12695,347138,6943,12542,11030048,8369,15150
2018,8,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,43962,30029,158650,5,1,.,22,52,.,.,.,33541,2185,1318,17635,8987,402,805850,369,623,611596,464,841,20117712,1141,2321,36394719,4050,9471,1665725,4144,10367,1653,62,394,3635,86,1111,0,19580,4012,8296,31888,4216,3463,2558,2142,23365,20013,13885,8888,672,415,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,89,35855,403,636,1188,37722,32,64,.,.,.,.,.,537,177,1782,0,151,822234,4645,8608,9740109,5466,11415,.,.,.,1223249,8101,18764
2018,8,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,131596,102646,1357953,13,1,.,82,143,.,.,.,90491,8372,6072,46630,21981,3705,3956449,473,799,3884158,640,1115,60892287,1306,2784,79281258,3607,8491,19804956,5345,10705,5215,401,2840,5709,332,1642,0,57476,5736,22064,85276,16338,13418,11696,9752,58951,49957,30103,23485,4717,3960,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4630,205473,44,95,.,.,.,.,.,210,1614,1085,83,839,8192155,5076,10543,6062527,5588,11647,648267,7810,16431,6447916,7685,17708
2018,8,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,63345,39903,334263,8,3,.,43,103,.,.,.,44852,2408,1475,21049,14299,1103,1012138,420,786,908782,616,1178,19422335,923,1830,40839355,2856,6804,4492954,4073,9660,2488,20,119,346,198,2151,0,24573,2794,14997,42364,4811,3752,2997,2388,29060,24212,20616,16031,1607,1220,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,165,54782,332,537,1904,76572,40,84,.,.,.,.,.,1,1877,1255,0,372,4881538,2601,4528,6235354,4968,9298,.,.,.,2918130,7844,16363
2018,8,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,77949,63393,1023924,16,3,.,101,193,.,.,.,58502,3313,2118,27867,20797,963,1501203,453,855,1329026,627,1225,30385873,1090,2098,99462280,4783,11329,5498678,5710,13016,3432,135,441,677,306,2550,607,35408,524,19138,55070,7595,5551,4799,3582,39537,31054,35414,21994,1768,1006,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,301,95907,319,558,2561,138040,54,91,.,.,.,.,.,1,217,1604,0,308,1196799,5515,10970,10795445,6730,14289,.,.,.,3035205,9855,21651
2018,8,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,104355,79201,389931,5,2,.,20,60,.,.,.,71492,4555,2736,38294,18172,675,1920400,422,780,1829255,669,1287,61576000,1608,3418,77691401,4275,9852,6402738,9486,21907,3721,288,1321,4514,406,1706,25,37583,3551,26637,67771,10276,8058,6249,4988,52735,44561,25741,19437,946,697,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,418,188772,452,605,2646,121764,46,83,.,.,.,.,.,151,1027,955,15,1064,6735521,6558,13992,7162403,7500,15276,121397,8093,14320,9914235,9318,19998
2018,8,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,104041,75400,262382,3,1,.,19,43,.,.,.,84373,5209,3202,39483,31151,1635,2083933,400,683,1529714,478,847,27707156,702,1277,55243271,1773,3874,4491948,2747,6158,2523,5,10,0,208,2300,1993,48157,3106,30587,81850,9993,7338,6096,4580,50249,41723,53130,32673,3813,1734,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,213,53134,249,446,3440,99137,29,55,.,.,.,.,.,229,0,2659,0,1485,.,.,.,12319013,4633,11054,.,.,.,8750483,5893,14264
2018,8,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,81465,59169,103759,2,1,.,1,34,.,.,.,64245,5071,3576,35514,12189,986,2146557,423,725,2338712,654,1168,41397106,1166,2387,33641515,2760,6402,4060323,4118,9948,4250,424,801,3172,459,2566,2301,38405,6256,15334,59995,11716,8748,8213,6239,53503,41814,26358,16906,1846,1119,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3093,108070,35,58,.,.,.,.,.,79,3231,183,42,2700,13959051,4320,9397,898651,4911,9993,238182,5671,11035,22616080,8376,19376
2018,9,Eng,Eng,England,943655,710840,5655181,8,1,.,45,99,.,.,.,665369,52568,35591,356904,167708,12421,22679273,431,754,24278800,682,1289,462617916,1296,2655,622882666,3714,8713,65146894,5245,12106,37970,3239,10299,24642,3035,21397,6802,395522,35890,195987,627399,114920,88128,78323,61077,496292,399299,271464,182568,20766,13418,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1839,578327,314,542,33911,1499319,44,85,.,.,.,.,.,818,8773,10797,221,10544,45036227,5134,10755,73844155,6839,14330,1950469,8826,18406,96737273,9175,20207
2018,9,North East and Yorkshire,Y63,North East and Yorkshire,124274,89377,251540,3,1,.,7,39,.,.,.,96329,7411,5088,53874,19923,1484,3095833,418,713,3005337,591,1057,65617562,1218,2514,72445107,3636,8692,6338217,4271,10580,5730,464,1239,6801,539,3488,2308,58055,9784,22760,90599,16185,12457,11121,8681,78596,62979,37652,23987,2929,1809,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,73,32677,448,842,4516,147768,33,57,.,.,.,.,.,115,2481,2277,49,2887,11391899,4592,10037,14748153,6477,13297,263753,5383,12115,26384953,9139,20926
2018,9,North West,Y62,North West,129192,100544,1541202,15,1,.,90,143,.,.,.,89571,8005,5774,47386,21617,3346,3805774,475,797,3692128,639,1102,64707314,1366,2912,88561278,4097,9618,18622938,5566,11592,5063,410,2653,5572,313,1687,0,56672,5727,22109,84508,15903,12819,11370,9305,59944,50588,29658,22950,4344,3585,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4632,200695,43,94,.,.,.,.,.,227,1460,927,65,751,8026923,5498,11014,5920105,6386,12648,496757,7642,14809,6864621,9141,19860
2018,9,Midlands,Y60,Midlands,190280,146142,595386,4,1,.,20,52,.,.,.,142414,11195,7148,74816,42147,1675,4780876,427,753,5572480,780,1743,95646702,1278,2578,115028223,2729,6319,5067998,3026,7677,6417,1592,789,6,945,3091,1773,83619,5640,46738,135997,21229,16043,13812,10584,95755,79641,69449,44039,4051,1744,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,470,124462,265,478,6261,211901,34,65,.,.,.,.,.,191,316,2438,4,3215,1711986,5418,11782,14260034,5849,13382,22322,5581,9782,25355564,7887,18203
2018,9,East of England,Y61,East of England,101337,65334,629620,10,1,.,59,123,.,.,.,66832,6255,4240,37759,12320,2242,2987260,478,861,3243826,765,1384,58208530,1542,3168,63916400,5188,12640,13264877,5917,14858,4384,99,2912,495,47,1326,2114,39540,1988,20920,62448,14595,10513,9876,7285,59143,43433,23615,13402,3981,2420,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,445,123963,279,465,5955,241274,41,76,.,.,.,.,.,37,813,611,52,985,7812121,9609,20987,6485216,10614,24069,753029,14481,31323,13432721,13637,30272
